,Date,Group,Repeating No,String,Trend No,Dec No
1567,2017-04-17,C,4,cujt,57.0,37.9
1568,2017-04-18,D,10,ymro,174.0,5582.0
1569,2017-04-19,E,6,bdlz,265.5,4965.0
1570,2017-04-20,A,9,kjqk,210.0,7251.0
1571,2017-04-21,B,5,ndez,30.5,609.5
1572,2017-04-22,C,1,avyz,124.0,1059.0
1573,2017-04-23,D,3,ebui,94.5,3224.5
1574,2017-04-24,E,8,ecfy,192.0,5679.0
1575,2017-04-25,A,8,cqrn,97.5,800.75
1576,2017-04-26,B,4,tkdw,198.0,162.3333333
1577,2017-04-27,C,5,mino,301.5,1841.5
1578,2017-04-28,D,6,aqbr,306.0,903.4
1579,2017-04-29,E,5,jgxb,345.0,1839.0
1580,2017-04-30,A,5,cijj,245.0,730.7777778
1581,2017-05-01,B,3,vmgf,142.0,467.5555556
1582,2017-05-02,C,10,ofxh,180.0,513.25
1583,2017-05-03,D,3,qmcr,182.5,940.5555556
1584,2017-05-04,E,10,bauc,185.0,950.0
1585,2017-05-05,A,6,vlyo,75.0,181.6666667
1586,2017-05-06,B,10,shwt,266.0,170.0
1587,2017-05-07,C,9,csas,346.5,1762.25
1588,2017-05-08,D,10,grfe,117.0,141.2222222
1589,2017-05-09,E,4,jtdx,158.0,3277.0
1590,2017-05-10,A,7,iawd,320.0,1341.0
1591,2017-05-11,B,7,sevc,405.0,487.5
1592,2017-05-12,C,8,fqlu,287.0,42.33333333
1593,2017-05-13,D,10,arkb,373.5,1137.5
1594,2017-05-14,E,10,ccqo,294.0,465.3333333
1595,2017-05-15,A,3,ioae,85.0,196.5555556
1596,2017-05-16,B,2,dbya,86.0,509.875
1597,2017-05-17,C,9,jhhg,174.0,973.2
1598,2017-05-18,D,6,irhd,352.0,137.1666667
1599,2017-05-19,E,7,zjqh,311.5,1295.5
1600,2017-05-20,A,4,nbeu,135.0,5595.0
1601,2017-05-21,B,1,corf,409.5,2668.5
1602,2017-05-22,C,10,djfy,322.0,169.0
1603,2017-05-23,D,2,jnyg,279.0,175.5714286
1604,2017-05-24,E,7,ouih,47.0,621.4
1605,2017-05-25,A,7,wlgb,237.5,1696.6
1606,2017-05-26,B,2,leok,240.0,86.77777778
1607,2017-05-27,C,4,jonl,485.0,731.6
1608,2017-05-28,D,1,nxmg,343.0,1322.75
1609,2017-05-29,E,7,srkm,99.0,275.0
1610,2017-05-30,A,1,dhzf,300.0,389.375
1611,2017-05-31,B,3,inbz,252.5,2673.0
1612,2017-06-01,C,4,kzsj,408.0,634.8
1613,2017-06-02,D,5,bysp,103.0,958.6
1614,2017-06-03,E,3,iwuv,260.0,164.6666667
1615,2017-06-04,A,4,ahbm,105.0,43.5
1616,2017-06-05,B,4,lpnz,212.0,745.6
1617,2017-06-06,C,4,hafp,53.5,1100.875
1618,2017-06-07,D,8,yquf,162.0,1265.8
1619,2017-06-08,E,2,jswp,54.5,1111.0
1620,2017-06-09,A,9,komm,220.0,461.7
1621,2017-06-10,B,10,azru,499.5,7692.0
1622,2017-06-11,C,7,eehl,336.0,1303.0
1623,2017-06-12,D,5,jyrd,169.5,2334.333333
1624,2017-06-13,E,2,byub,171.0,957.1
1625,2017-06-14,A,8,zevt,230.0,2276.0
1626,2017-06-15,B,2,hxaq,580.0,1201.0
1627,2017-06-16,C,7,pueb,117.0,802.6666667
1628,2017-06-17,D,10,buql,118.0,7206.0
1629,2017-06-18,E,2,smvp,416.5,41.9
1630,2017-06-19,A,9,xygi,120.0,548.9
1631,2017-06-20,B,7,spin,302.5,218.25
1632,2017-06-21,C,5,itec,366.0,1416.75
1633,2017-06-22,D,5,pppu,307.5,6640.0
1634,2017-06-23,E,9,zyko,496.0,968.4444444
1635,2017-06-24,A,2,vamv,500.0,349.8
1636,2017-06-25,B,2,iooj,630.0,705.75
1637,2017-06-26,C,7,ctjb,63.5,1977.0
1638,2017-06-27,D,2,unet,640.0,156.0
1639,2017-06-28,E,5,cjzz,258.0,155.2222222
1640,2017-06-29,A,7,pkjb,65.0,4561.0
1641,2017-06-30,B,9,bdzg,458.5,282.0
1642,2017-07-01,C,2,jvbv,264.0,686.5714286
1643,2017-07-02,D,8,ciiq,199.5,998.75
1644,2017-07-03,E,6,mnlm,268.0,38.6
1645,2017-07-04,A,10,zumx,675.0,3151.666667
1646,2017-07-05,B,9,igay,476.0,129.0
1647,2017-07-06,C,4,spzg,548.0,535.8
1648,2017-07-07,D,1,qihv,138.0,3795.5
1649,2017-07-08,E,4,srfu,278.0,1038.5
1650,2017-07-09,A,8,dqaj,560.0,3266.0
1651,2017-07-10,B,4,wwlu,352.5,928.0
1652,2017-07-11,C,4,pqpx,284.0,332.0
1653,2017-07-12,D,6,eznn,572.0,417.5555556
1654,2017-07-13,E,7,fxrl,360.0,2423.0
1655,2017-07-14,A,4,ygec,362.5,756.5
1656,2017-07-15,B,4,mdby,657.0,522.6666667
1657,2017-07-16,C,9,cngs,514.5,1078.25
1658,2017-07-17,D,10,npdt,740.0,1192.666667
1659,2017-07-18,E,5,pman,596.0,843.2
1660,2017-07-19,A,5,wndy,525.0,9773.0
1661,2017-07-20,B,2,cxqk,0.0,317.3333333
1662,2017-07-21,C,9,vutc,1.5,1518.25
1663,2017-07-22,D,6,umwf,6.0,123.8888889
1664,2017-07-23,E,4,usec,1.5,854.75
1665,2017-07-24,A,5,hbsg,18.0,1891.0
1666,2017-07-25,B,2,hgol,12.5,847.0
1667,2017-07-26,C,3,qlqs,24.0,538.875
1668,2017-07-27,D,7,uyii,28.0,549.25
1669,2017-07-28,E,10,fqzt,28.0,992.8
1670,2017-07-29,A,4,idjb,31.5,2490.0
1671,2017-07-30,B,2,qdho,50.0,3370.5
1672,2017-07-31,C,4,npsn,11.0,1852.0
1673,2017-08-01,D,3,zpkp,18.0,7246.0
1674,2017-08-02,E,10,bwqk,26.0,9547.0
1675,2017-08-03,A,1,xwxs,70.0,1396.0
1676,2017-08-04,B,2,pvse,22.5,2056.0
1677,2017-08-05,C,6,dnks,8.0,176.7142857
1678,2017-08-06,D,10,ctex,25.5,718.7142857
1679,2017-08-07,E,4,qegh,9.0,651.3333333
1680,2017-08-08,A,7,umve,95.0,862.3
1681,2017-08-09,B,5,aysk,50.0,6787.0
1682,2017-08-10,C,5,gian,31.5,576.0
1683,2017-08-11,D,4,brtl,66.0,973.7777778
1684,2017-08-12,E,3,dgbz,57.5,831.7
1685,2017-08-13,A,6,sioo,12.0,1012.0
1686,2017-08-14,B,3,qtxb,75.0,226.5714286
1687,2017-08-15,C,4,pxat,52.0,590.6666667
1688,2017-08-16,D,10,zdzt,27.0,1069.5
1689,2017-08-17,E,6,opan,28.0,1147.0
1690,2017-08-18,A,7,tyaz,43.5,9775.0
1691,2017-08-19,B,5,gvsk,60.0,365.0
1692,2017-08-20,C,2,qdwy,93.0,487.7142857
1693,2017-08-21,D,4,wrfh,128.0,1264.6
1694,2017-08-22,E,7,ynlb,49.5,8729.0
1695,2017-08-23,A,5,skod,102.0,1449.666667
1696,2017-08-24,B,4,ydii,140.0,217.8333333
1697,2017-08-25,C,3,aivh,72.0,1244.142857
1698,2017-08-26,D,3,exnu,74.0,2780.0
1699,2017-08-27,E,6,mqrm,190.0,678.5
1700,2017-08-28,A,3,aupc,58.5,266.25
1701,2017-08-29,B,9,mmea,20.0,2839.333333
1702,2017-08-30,C,10,zcse,184.5,463.9
1703,2017-08-31,D,2,rcru,42.0,640.6
1704,2017-09-01,E,1,rleu,86.0,998.75
1705,2017-09-02,A,2,hsok,176.0,878.0
1706,2017-09-03,B,7,jkps,22.5,110.7
1707,2017-09-04,C,7,kido,230.0,445.4
1708,2017-09-05,D,5,dhzr,94.0,707.5
1709,2017-09-06,E,8,tmtf,144.0,618.5
1710,2017-09-07,A,4,mugw,196.0,61.0
1711,2017-09-08,B,1,egum,175.0,412.0
1712,2017-09-09,C,10,ndnz,127.5,626.2222222
1713,2017-09-10,D,9,tfhf,234.0,476.75
1714,2017-09-11,E,2,ytvi,238.5,1639.6
1715,2017-09-12,A,7,nfku,162.0,667.75
1716,2017-09-13,B,10,oype,192.5,410.0
1717,2017-09-14,C,2,vbog,280.0,709.6
1718,2017-09-15,D,10,dfxn,114.0,236.25
1719,2017-09-16,E,3,srqt,58.0,464.6
1720,2017-09-17,A,4,wcye,118.0,58.125
1721,2017-09-18,B,7,zsql,120.0,682.4444444
1722,2017-09-19,C,10,juvq,122.0,84.8
1723,2017-09-20,D,5,wmlm,186.0,1079.0
1724,2017-09-21,E,6,avdm,315.0,5379.0
1725,2017-09-22,A,1,xtqj,160.0,103.7
1726,2017-09-23,B,9,cwvj,162.5,101.0
1727,2017-09-24,C,9,eqpd,231.0,2604.5
1728,2017-09-25,D,5,aqgb,33.5,2637.333333
1729,2017-09-26,E,6,vjph,34.0,1194.6
1730,2017-09-27,A,7,eprt,276.0,1018.25
1731,2017-09-28,B,4,wviz,35.0,1226.625
1732,2017-09-29,C,5,bdhv,284.0,140.2857143
1733,2017-09-30,D,5,eejf,288.0,1344.0
1734,2017-10-01,E,7,nvbp,292.0,1042.666667
1735,2017-10-02,A,4,helk,74.0,2350.333333
1736,2017-10-03,B,7,foxm,337.5,1063.0
1737,2017-10-04,C,8,ugau,38.0,7008.0
1738,2017-10-05,D,4,qkft,231.0,1622.0
1739,2017-10-06,E,4,sldx,156.0,1167.0
1740,2017-10-07,A,2,dqzb,118.5,1094.777778
1741,2017-10-08,B,8,beri,280.0,1936.5
1742,2017-10-09,C,10,eszc,364.5,575.2
1743,2017-10-10,D,8,qpda,328.0,17.5
1744,2017-10-11,E,7,imtr,124.5,3905.0
1745,2017-10-12,A,2,hxlc,378.0,739.2857143
1746,2017-10-13,B,7,lybd,297.5,38.57142857
1747,2017-10-14,C,10,qxfj,129.0,1775.75
1748,2017-10-15,D,3,axbv,435.0,7885.0
1749,2017-10-16,E,8,djfs,396.0,961.5
1750,2017-10-17,A,9,spts,311.5,748.1
1751,2017-10-18,B,7,hafw,180.0,3264.0
1752,2017-10-19,C,8,kusu,91.0,5599.0
1753,2017-10-20,D,9,oidr,46.0,1049.0
1754,2017-10-21,E,2,kgks,279.0,2956.0
1755,2017-10-22,A,3,hskr,376.0,290.0
1756,2017-10-23,B,6,pgcj,95.0,485.5
1757,2017-10-24,C,5,xfvm,96.0,833.2
1758,2017-10-25,D,7,irio,436.5,14.33333333
1759,2017-10-26,E,8,rvap,196.0,642.3333333
1760,2017-10-27,A,4,svpn,49.5,2077.0
1761,2017-10-28,B,7,ogdd,400.0,715.0
1762,2017-10-29,C,8,lupg,353.5,3307.5
1763,2017-10-30,D,2,eobk,510.0,743.1111111
1764,2017-10-31,E,6,kjmz,412.0,245.8
1765,2017-11-01,A,6,xgji,52.0,34.0
1766,2017-11-02,B,2,ryvd,210.0,1348.0
1767,2017-11-03,C,4,jyfx,106.0,1154.428571
1768,2017-11-04,D,4,zkub,107.0,203.7777778
1769,2017-11-05,E,1,myzf,324.0,1439.5
1770,2017-11-06,A,8,olut,436.0,3893.5
1771,2017-11-07,B,5,htfn,220.0,974.0
1772,2017-11-08,C,9,rozu,555.0,1596.0
1773,2017-11-09,D,3,bxai,336.0,923.4
1774,2017-11-10,E,3,gpyb,339.0,1531.8
1775,2017-11-11,A,7,gpex,228.0,3458.0
1776,2017-11-12,B,5,ljej,460.0,153.8888889
1777,2017-11-13,C,1,yslc,290.0,765.9
1778,2017-11-14,D,10,qqxl,526.5,2046.0
1779,2017-11-15,E,10,pgei,354.0,813.8571429
1780,2017-11-16,A,5,deds,595.0,2821.333333
1781,2017-11-17,B,5,bmeg,180.0,984.8571429
1782,2017-11-18,C,10,tzno,181.5,351.0
1783,2017-11-19,D,3,fvef,183.0,448.25
1784,2017-11-20,E,9,xncw,123.0,414.375
1785,2017-11-21,A,5,vvxc,248.0,1658.6
1786,2017-11-22,B,9,rmod,500.0,1734.5
1787,2017-11-23,C,1,arbi,630.0,173.0
1788,2017-11-24,D,6,fdtw,635.0,49.66666667
1789,2017-11-25,E,7,joer,320.0,1604.8
1790,2017-11-26,A,9,gkvp,322.5,467.1428571
1791,2017-11-27,B,1,djbq,65.0,797.2
1792,2017-11-28,C,8,iugu,393.0,637.1666667
1793,2017-11-29,D,8,tlta,396.0,441.3333333
1794,2017-11-30,E,7,kvjq,199.5,2077.666667
1795,2017-12-01,A,1,kwyp,402.0,598.7
1796,2017-12-02,B,9,uyuc,270.0,490.3
1797,2017-12-03,C,6,gtgd,476.0,496.6666667
1798,2017-12-04,D,1,lspq,274.0,1188.0
1799,2017-12-05,E,6,hnkx,621.0,1712.5
1800,2017-12-06,A,2,hggu,69.5,985.7777778
1801,2017-12-07,B,1,skuz,630.0,1349.0
1802,2017-12-08,C,6,aqjb,564.0,1228.0
1803,2017-12-09,D,1,sood,639.0,1460.0
1804,2017-12-10,E,4,iffv,143.0,59.0
1805,2017-12-11,A,10,ntde,648.0,2434.5
1806,2017-12-12,B,7,rsqq,435.0,394.25
1807,2017-12-13,C,10,cira,73.0,1017.285714
1808,2017-12-14,D,1,hdin,441.0,1955.5
1809,2017-12-15,E,1,hnlz,296.0,6143.0
1810,2017-12-16,A,2,brnl,596.0,3318.0
1811,2017-12-17,B,8,nvtv,450.0,1951.0
1812,2017-12-18,C,7,wcwy,0.0,1918.75
1813,2017-12-19,D,1,lbha,1.5,109.25
1814,2017-12-20,E,3,ayyy,7.0,1407.75
1815,2017-12-21,A,1,gfgk,12.0,356.2
1816,2017-12-22,B,1,ykbe,18.0,8022.0
1817,2017-12-23,C,2,wmxd,17.5,200.375
1818,2017-12-24,D,1,vsij,15.0,989.2
1819,2017-12-25,E,8,ypav,28.0,462.0
1820,2017-12-26,A,1,ppqp,4.0,1354.285714
1821,2017-12-27,B,2,lfdk,18.0,2226.0
1822,2017-12-28,C,6,iyey,35.0,951.5555556
1823,2017-12-29,D,9,ijdg,55.0,3277.666667
1824,2017-12-30,E,10,bynx,36.0,968.4444444
1825,2017-12-31,A,4,idmu,13.0,314.25
1826,2018-01-01,B,7,yxfe,21.0,9150.0
1827,2018-01-02,C,3,xlhh,60.0,999.5555556
1828,2018-01-03,D,5,oqpm,24.0,569.0
1829,2018-01-04,E,5,ipmk,34.0,7693.0
1830,2018-01-05,A,7,bwbt,63.0,9576.0
1831,2018-01-06,B,4,ectn,76.0,1840.25
1832,2018-01-07,C,4,hgos,10.0,1475.0
1833,2018-01-08,D,3,gesm,63.0,7158.0
1834,2018-01-09,E,6,hvwb,99.0,560.875
1835,2018-01-10,A,8,kscs,92.0,1165.285714
1836,2018-01-11,B,5,qpar,120.0,2375.666667
1837,2018-01-12,C,5,lhta,25.0,29.6
1838,2018-01-13,D,8,jgyu,13.0,322.8
1839,2018-01-14,E,5,oial,108.0,405.125
1840,2018-01-15,A,7,yarf,140.0,680.3333333
1841,2018-01-16,B,8,txgv,14.5,142.1428571
1842,2018-01-17,C,7,mmmw,15.0,3673.0
1843,2018-01-18,D,7,rdjw,108.5,7610.0
1844,2018-01-19,E,5,nuaw,48.0,4464.0
1845,2018-01-20,A,9,zuvq,82.5,1166.857143
1846,2018-01-21,B,8,blek,119.0,396.5
1847,2018-01-22,C,9,uupd,17.5,2942.5
1848,2018-01-23,D,10,jkxu,180.0,9417.0
1849,2018-01-24,E,7,idvv,166.5,219.0
1850,2018-01-25,A,8,pidb,19.0,521.375
1851,2018-01-26,B,3,rncc,136.5,900.375
1852,2018-01-27,C,10,flbh,100.0,754.1
1853,2018-01-28,D,5,aeec,82.0,6600.0
1854,2018-01-29,E,6,crvv,21.0,4268.5
1855,2018-01-30,A,8,ecsy,150.5,1125.75
1856,2018-01-31,B,9,qdyi,198.0,583.8
1857,2018-02-01,C,8,hxyu,157.5,887.0
1858,2018-02-02,D,5,afse,115.0,280.5
1859,2018-02-03,E,2,dysc,47.0,981.0
1860,2018-02-04,A,4,pznx,72.0,3142.0
1861,2018-02-05,B,7,mxog,73.5,92.0
1862,2018-02-06,C,3,qjwz,200.0,397.0
1863,2018-02-07,D,7,bema,229.5,1570.4
1864,2018-02-08,E,4,xseu,78.0,746.0
1865,2018-02-09,A,4,fhrj,238.5,1362.333333
1866,2018-02-10,B,9,fqpz,189.0,1036.5
1867,2018-02-11,C,8,zdzr,110.0,9941.0
1868,2018-02-12,D,7,atpi,252.0,551.4
1869,2018-02-13,E,8,efgw,85.5,377.375
1870,2018-02-14,A,10,cpsv,145.0,139.5
1871,2018-02-15,B,1,zupa,265.5,1452.8
1872,2018-02-16,C,3,uhwo,90.0,2782.0
1873,2018-02-17,D,3,xlul,274.5,1006.5
1874,2018-02-18,E,6,cxyj,310.0,85.28571429
1875,2018-02-19,A,2,hjmu,283.5,2371.5
1876,2018-02-20,B,5,agwf,224.0,87.6
1877,2018-02-21,C,2,rpjk,292.5,424.0
1878,2018-02-22,D,10,egcn,132.0,597.875
1879,2018-02-23,E,6,bkxc,335.0,1467.333333
1880,2018-02-24,A,10,jpal,306.0,6552.0
1881,2018-02-25,B,8,xfds,241.5,2478.0
1882,2018-02-26,C,2,joko,280.0,111.2
1883,2018-02-27,D,2,hreh,319.5,889.4
1884,2018-02-28,E,4,mikq,252.0,203.8333333
1885,2018-03-01,A,5,cydh,219.0,428.5
1886,2018-03-02,B,4,oonx,370.0,1806.4
1887,2018-03-03,C,9,hhla,37.5,75.625
1888,2018-03-04,D,1,oass,342.0,35.2
1889,2018-03-05,E,4,qamy,231.0,1673.8
1890,2018-03-06,A,3,jovt,351.0,1040.0
1891,2018-03-07,B,10,ptxe,79.0,515.2857143
1892,2018-03-08,C,9,jldv,200.0,1363.666667
1893,2018-03-09,D,8,wils,405.0,943.1666667
1894,2018-03-10,E,8,fwkb,82.0,1100.5
1895,2018-03-11,A,5,kfdq,290.5,209.25
1896,2018-03-12,B,1,qfco,84.0,6775.0
1897,2018-03-13,C,3,tvff,212.5,1293.333333
1898,2018-03-14,D,7,tiqx,43.0,1364.25
1899,2018-03-15,E,4,nzii,348.0,4490.0
1900,2018-03-16,A,4,vflr,44.0,1132.25
1901,2018-03-17,B,10,ecwz,400.5,4401.0
1902,2018-03-18,C,10,wvjn,225.0,370.8333333
1903,2018-03-19,D,10,ffol,364.0,37.8
1904,2018-03-20,E,7,uwat,322.0,7097.0
1905,2018-03-21,A,9,jkmi,372.0,433.8
1906,2018-03-22,B,9,hlyn,376.0,545.4444444
1907,2018-03-23,C,1,aoqk,95.0,4543.0
1908,2018-03-24,D,8,jllj,432.0,1320.5
1909,2018-03-25,E,1,ewqp,97.0,937.4285714
1910,2018-03-26,A,7,mbrg,392.0,505.6666667
1911,2018-03-27,B,4,jpuo,49.5,541.3333333
1912,2018-03-28,C,3,jxpw,400.0,609.6666667
1913,2018-03-29,D,7,qizv,202.0,1044.0
1914,2018-03-30,E,9,lort,510.0,3147.666667
1915,2018-03-31,A,9,tmvs,257.5,1326.285714
1916,2018-04-01,B,7,rere,416.0,2197.666667
1917,2018-04-02,C,10,owyp,157.5,145.0
1918,2018-04-03,D,8,zjwl,159.0,279.0
1919,2018-04-04,E,1,bwms,321.0,1209.714286
1920,2018-04-05,A,5,rpye,108.0,1535.5
1921,2018-04-06,B,4,kond,381.5,601.7
1922,2018-04-07,C,10,ivnw,275.0,1951.5
1923,2018-04-08,D,5,zaqc,388.5,2534.666667
1924,2018-04-09,E,2,wsfl,448.0,2277.0
1925,2018-04-10,A,3,lclt,56.5,3992.0
1926,2018-04-11,B,1,lirv,513.0,2422.5
1927,2018-04-12,C,9,nvzm,115.0,1007.0
1928,2018-04-13,D,3,hcpf,348.0,272.8
1929,2018-04-14,E,4,xeau,526.5,996.5
1930,2018-04-15,A,10,knlu,236.0,1586.833333
1931,2018-04-16,B,4,zemi,535.5,1950.333333
1932,2018-04-17,C,4,roct,120.0,667.7
1933,2018-04-18,D,3,moqu,363.0,429.9
1934,2018-04-19,E,8,otkn,61.0,3006.333333
1935,2018-04-20,A,4,vfbd,430.5,544.4444444
1936,2018-04-21,B,2,clom,372.0,746.3333333
1937,2018-04-22,C,10,wzhs,375.0,625.6
1938,2018-04-23,D,1,asah,189.0,942.2
1939,2018-04-24,E,9,ltsi,444.5,1350.0
1940,2018-04-25,A,3,vyiv,640.0,719.125
1941,2018-04-26,B,7,xnpn,451.5,851.8333333
1942,2018-04-27,C,8,vdku,130.0,314.5
1943,2018-04-28,D,2,mvqf,196.5,979.0
1944,2018-04-29,E,1,nclf,66.0,529.4
1945,2018-04-30,A,7,vkqi,598.5,819.5
1946,2018-05-01,B,5,nlgy,201.0,1184.0
1947,2018-05-02,C,10,krmz,607.5,4775.5
1948,2018-05-03,D,1,whzi,476.0,8238.0
1949,2018-05-04,E,3,hbxj,342.5,1243.666667
1950,2018-05-05,A,5,ldkb,483.0,1661.5
1951,2018-05-06,B,6,kggp,69.5,7051.0
1952,2018-05-07,C,4,hpqy,560.0,2104.0
1953,2018-05-08,D,10,rclb,282.0,1570.166667
1954,2018-05-09,E,3,xwrn,639.0,465.6
1955,2018-05-10,A,10,bwwy,286.0,955.6666667
1956,2018-05-11,B,2,jxup,144.0,3351.0
1957,2018-05-12,C,6,xhks,72.5,1846.0
1958,2018-05-13,D,6,ztmx,438.0,2232.0
1959,2018-05-14,E,7,zjod,661.5,41.11111111
1960,2018-05-15,A,1,maps,444.0,62.75
1961,2018-05-16,B,1,sjff,447.0,260.1
1962,2018-05-17,C,2,ffdr,450.0,1042.5
1963,2018-05-18,D,1,xzsn,0.0,3246.5
1964,2018-05-19,E,8,zsdp,4.0,1581.0
1965,2018-05-20,A,3,akuv,9.0,1677.6
1966,2018-05-21,B,2,zkrn,4.5,527.75
1967,2018-05-22,C,5,gcgd,8.0,90.25
1968,2018-05-23,D,9,npjx,15.0,1653.25
1969,2018-05-24,E,8,lbjz,21.0,184.875
1970,2018-05-25,A,4,wyac,14.0,1062.5
1971,2018-05-26,B,1,lhni,40.0,78.8
1972,2018-05-27,C,3,llkr,22.5,1183.25
1973,2018-05-28,D,9,kmqy,15.0,2696.0
1974,2018-05-29,E,3,ntcy,27.5,1242.5
1975,2018-05-30,A,3,wvla,30.0,1749.666667
1976,2018-05-31,B,7,uwzu,65.0,1027.571429
1977,2018-06-01,C,5,eeup,56.0,2423.0
1978,2018-06-02,D,2,lcop,30.0,872.7
1979,2018-06-03,E,9,rvgg,48.0,1322.571429
1980,2018-06-04,A,9,igxd,8.5,417.5
1981,2018-06-05,B,6,snxe,27.0,745.8333333
1982,2018-06-06,C,3,ragl,47.5,984.2
1983,2018-06-07,D,1,fptv,90.0,1243.375
1984,2018-06-08,E,10,cstv,21.0,3525.0
1985,2018-06-09,A,5,uhks,99.0,304.6
1986,2018-06-10,B,7,encw,11.5,426.4
1987,2018-06-11,C,10,ukir,72.0,372.625
1988,2018-06-12,D,3,jykb,112.5,1622.0
1989,2018-06-13,E,1,hqcf,13.0,374.75
1990,2018-06-14,A,8,irgu,54.0,426.0
1991,2018-06-15,B,8,jbrj,126.0,720.1
1992,2018-06-16,C,6,obeg,29.0,664.625
1993,2018-06-17,D,6,irlx,45.0,678.1
1994,2018-06-18,E,7,cjft,139.5,1422.833333
1995,2018-06-19,A,9,jlma,96.0,2266.0
1996,2018-06-20,B,7,rqfe,115.5,2424.25
1997,2018-06-21,C,6,uaqx,136.0,90.8
1998,2018-06-22,D,2,cycd,140.0,1378.714286
1999,2013-01-01,E,6,bhue,126.0,550.6666667
2000,2013-01-02,A,5,vqmb,148.0,56.4
2001,2013-01-03,B,2,rmwf,38.0,899.75
2002,2013-01-04,C,9,kxou,39.0,1567.0
2003,2013-01-05,D,2,dvus,200.0,283.75
2004,2013-01-06,E,4,lpza,205.0,390.0
2005,2013-01-07,A,3,kwsu,168.0,1193.333333
2006,2013-01-08,B,5,jaff,172.0,2910.666667
2007,2013-01-09,C,2,kbbs,44.0,9577.0
2008,2013-01-10,D,9,kkcn,45.0,4700.0
2009,2013-01-11,E,3,rbdx,92.0,1332.666667
2010,2013-01-12,A,1,rnmq,94.0,3752.0
2011,2013-01-13,B,2,ahol,168.0,859.375
2012,2013-01-14,C,10,eajr,147.0,1532.5
2013,2013-01-15,D,7,xslm,50.0,552.625
2014,2013-01-16,E,2,clwg,76.5,326.4285714
2015,2013-01-17,A,6,tphy,156.0,4635.0
2016,2013-01-18,B,2,fvae,79.5,2757.5
2017,2013-01-19,C,5,qiyu,27.0,3249.0
2018,2013-01-20,D,3,cknh,110.0,663.6666667
2019,2013-01-21,E,1,myll,196.0,75.6
2020,2013-01-22,A,2,dqeo,256.5,229.2
2021,2013-01-23,B,5,qhbc,203.0,908.6666667
2022,2013-01-24,C,5,ezip,206.5,530.3333333
2023,2013-01-25,D,2,prsa,240.0,538.75
2024,2013-01-26,E,4,lblm,122.0,873.625
2025,2013-01-27,A,2,nxug,186.0,340.6666667
2026,2013-01-28,B,7,bcqs,252.0,747.4444444
2027,2013-01-29,C,3,tvqj,224.0,304.0
2028,2013-01-30,D,4,kqsq,325.0,153.0
2029,2013-01-31,E,5,unri,198.0,889.5
2030,2013-02-01,A,2,lpyv,33.5,238.0
2031,2013-02-02,B,6,tjwv,34.0,768.3333333
2032,2013-02-03,C,8,fqab,103.5,407.8888889
2033,2013-02-04,D,5,pcpm,210.0,1041.444444
2034,2013-02-05,E,8,honk,71.0,1718.2
2035,2013-02-06,A,4,iwls,144.0,5728.0
2036,2013-02-07,B,5,orre,73.0,1490.0
2037,2013-02-08,C,3,sjcw,333.0,1794.0
2038,2013-02-09,D,1,bfny,150.0,431.375
2039,2013-02-10,E,2,eksn,304.0,505.3333333
2040,2013-02-11,A,7,cwvx,77.0,1024.2
2041,2013-02-12,B,4,xeko,117.0,94.55555556
2042,2013-02-13,C,2,usjv,395.0,233.3
2043,2013-02-14,D,4,ltmx,360.0,1490.0
2044,2013-02-15,E,4,odpr,202.5,187.0
2045,2013-02-16,A,8,weuh,82.0,107.8
2046,2013-02-17,B,8,kxuq,83.0,629.0
2047,2013-02-18,C,3,ardo,42.0,2380.0
2048,2013-02-19,D,8,khzu,425.0,1590.5
2049,2013-02-20,E,8,btvv,215.0,2261.0
2050,2013-02-21,A,6,kjqr,87.0,576.5
2051,2013-02-22,B,6,plgv,88.0,646.7777778
2052,2013-02-23,C,1,scer,133.5,1170.2
2053,2013-02-24,D,8,hmya,225.0,1041.333333
2054,2013-02-25,E,10,aiob,409.5,23.33333333
2055,2013-02-26,A,9,zkpa,46.0,779.6
2056,2013-02-27,B,8,ogjw,465.0,3115.0
2057,2013-02-28,C,5,kuul,235.0,915.8571429
2058,2013-03-01,D,4,quav,142.5,770.75
2059,2013-03-02,E,10,iuvp,48.0,2147.0
2060,2013-03-03,A,1,bfck,242.5,216.7777778
2061,2013-03-04,B,2,fmxe,490.0,271.5
2062,2013-03-05,C,5,uffh,445.5,355.625
2063,2013-03-06,D,4,ckut,50.0,2481.666667
2064,2013-03-07,E,2,jrhr,454.5,740.8888889
2065,2013-03-08,A,4,ilpn,357.0,909.0
2066,2013-03-09,B,1,fbxq,257.5,1401.666667
2067,2013-03-10,C,2,cjvx,52.0,1042.5
2068,2013-03-11,D,6,opeb,52.5,939.2
2069,2013-03-12,E,4,ubbc,318.0,3029.333333
2070,2013-03-13,A,6,wglc,535.0,201.0
2071,2013-03-14,B,2,tjup,432.0,3783.0
2072,2013-03-15,C,10,vlym,109.0,327.8888889
2073,2013-03-16,D,5,pfwh,275.0,1550.0
2074,2013-03-17,E,9,wkqe,166.5,412.2
2075,2013-03-18,A,5,ofyw,56.0,639.7142857
2076,2013-03-19,B,8,zrsv,169.5,781.5
2077,2013-03-20,C,7,swim,513.0,239.2857143
2078,2013-03-21,D,1,chtl,575.0,2463.75
2079,2013-03-22,E,6,bufm,232.0,611.3333333
